retailer_id,product_id,product_url,url_status,matched_product_name,last_checked,seller,notes
walmart,sku_001,https://www.walmart.ca/search?q=Tim%20Hortons%20Chicken%20Noodle%20Soup%20540%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_002,https://www.walmart.ca/search?q=Tim%20Hortons%20Italian%20Wedding%20Soup%20540%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_003,https://www.walmart.ca/search?q=Tim%20Hortons%20Tomato%20Condensed%20Soup%20284%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_004,https://www.walmart.ca/search?q=Tim%20Hortons%20Chili%20425%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_005,https://www.walmart.ca/search?q=Campbell%27s%20Campbell%27s%20Chunky%20Chicken%20Noodle%20515%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_006,https://www.walmart.ca/search?q=Campbell%27s%20Campbell%27s%20Ready%20to%20Serve%20Herbed%20Chicken%20515%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_007,https://www.walmart.ca/search?q=Campbell%27s%20Campbell%27s%20Condensed%20Homestyle%20Tomato%20Soup%20284%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_008,https://www.walmart.ca/search?q=Stagg%20Stagg%20Chili%20Classique%20Canned%20Chilli%20with%20Beans%20425%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_009,https://www.walmart.ca/search?q=Campbell%27s%20Campbells%20Condensed%20Cream%20of%20Chicken%20284%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_010,https://www.walmart.ca/search?q=Habitant%20HABITANT%20FRENCH%20CANADIAN%20PEA%20796%20ML%20796%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_011,https://www.walmart.ca/search?q=Aylmer%20AYLMER%20TOMATO%20COND%20CAN%20284ML%20B34%20284%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_012,https://www.walmart.ca/search?q=Tim%20Hortons%20Original%20Blend%20K-Cup%2012%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_013,https://www.walmart.ca/search?q=Tim%20Hortons%20Original%20Blend%20K-Cup%2030%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_014,https://www.walmart.ca/search?q=Tim%20Hortons%20Tea%20K-Cup%2012%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_015,https://www.walmart.ca/search?q=Tim%20Hortons%20Original%20Blend%20K-Cup%2048%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_016,https://www.walmart.ca/search?q=Tim%20Hortons%20Barista%20Medium%20K-Cup%2010%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_017,https://www.walmart.ca/search?q=McCafe%20McCafe%20Premium%20Medium%20Dark%20Roast%2C%20K-Cup%2030%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_018,https://www.walmart.ca/search?q=Unspecified%20Cup%2010CT%2010%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_019,https://www.walmart.ca/search?q=Unspecified%2012CT%2012%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_020,https://www.walmart.ca/search?q=McCafe%20McCafe%20Premium%20Medium%20Dark%20Roast%2C%20K-Cup%2048CT%2048%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_021,https://www.walmart.ca/search?q=Tim%20Hortons%20Nespresso%20compatible%20Classic%20Lungo%2010%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_022,https://www.walmart.ca/search?q=Starbucks%20Starbucks%20Nespresso%20Pike%20Place%2010CT%2010%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_023,https://www.walmart.ca/search?q=Great%20Value%20coffee%20pods%2012%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_024,https://www.walmart.ca/search?q=Tim%20Hortons%20Instant%20Coffee%20Medium%20100%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_025,https://www.walmart.ca/search?q=Tim%20Hortons%20Instant%20Coffee%20Medium%20300%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_026,https://www.walmart.ca/search?q=Nescafe%20Nescafe%20GOLD%20Espresso%20Instant%20Coffee%20100%20G,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_027,https://www.walmart.ca/search?q=Nescafe%20Nescafe%20Sweet%20%26%20Creamy%20FV%20Instant%20Coffee%2018%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_028,https://www.walmart.ca/search?q=Nescafe%20Nescafe%20Rich%20Instant%20Coffee%20170%20G,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_029,https://www.walmart.ca/search?q=Great%20Value%20instant%20coffee%20100%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_030,https://www.walmart.ca/search?q=Tim%20Hortons%20Original%20Blend%20Ground%20Coffee%20652%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_031,https://www.walmart.ca/search?q=Tim%20Hortons%20Original%20Whole%20Bean%20Coffee%20907%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_032,https://www.walmart.ca/search?q=Tim%20Hortons%20Original%20Blend%20Ground%20Coffee%20300%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_033,https://www.walmart.ca/search?q=Tim%20Hortons%20Original%20Fine%20Grind%20Coffee%20875%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_034,https://www.walmart.ca/search?q=Tim%20Hortons%20Decaf%20Coffee%20640%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_035,https://www.walmart.ca/search?q=Maxwell%20House%20Maxwell%20House%20Original%20Roast%20Coffee%20864%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_036,https://www.walmart.ca/search?q=McCafe%20McCafe%20Premium%20Medium%20Dark%20Roast%20875%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_037,https://www.walmart.ca/search?q=Starbucks%20Starbucks%20French%20Roast%20Ground%20Coffee%20340%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_038,https://www.walmart.ca/search?q=Kicking%20Horse%20Kicking%20Horse%20Three%20Sisters%20Coffee%20454%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_039,https://www.walmart.ca/search?q=Tim%20Hortons%20Hot%20Chocolate%20500%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_040,https://www.walmart.ca/search?q=Tim%20Hortons%20Hot%20Chocolate%201.5%20kg,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_041,https://www.walmart.ca/search?q=Tim%20Hortons%20French%20Vanilla%20Cappuccino%208%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_042,https://www.walmart.ca/search?q=Tim%20Hortons%20French%20Vanilla%20Cappuccino%20454%20g,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_043,https://www.walmart.ca/search?q=Tim%20Hortons%20French%20Vanilla%20Cappuccino%201%20kg,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_044,https://www.walmart.ca/search?q=Tim%20Hortons%20Peppermint%20Tea%2020%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_045,https://www.walmart.ca/search?q=Tim%20Hortons%20Iced%20Coffee%20Syrup%20Cappuccino%20470%20mL,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_046,https://www.walmart.ca/search?q=Tetley%20Tetley%20Earl%20Grey%20Vanilla%20Tea%2020%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_047,https://www.walmart.ca/search?q=Twinings%20Twinings%20Pure%20Peppermint%20Herbal%20Tea%2020%20count,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
walmart,sku_048,https://www.walmart.ca/search?q=Starbucks%20Starbucks%201.42L%20Medium%20Roast%20Unsweetened%201.42%20L,blocked,,2026-05-29,,Walmart began returning bot-block pages during automated scraping; needs browser/manual retry with Walmart session access.
